fase;inde;iaa;ieg;ips;ida;ipv;ian;defasagem;ano;pedra;genero;instituicao_ensino;ano_nascimento;ipp;idade;escola_publica;genero_binario;perfil_defasagem
3;7,373891667;8,8;8,9;2,52;6,2;7,585;10,0;0;2023;Ametista;Feminino;Pública;2010;7,0;13;1;0;Em fase
3;6,529425;9,2;9,0;2,52;4,1;7,375;5,0;-1;2023;Agata;Masculino;Pública;2008;7,7;15;1;1;Moderada
3;7,25025;0,0;9,5;7,52;6,5;7,585;10,0;0;2023;Ametista;Feminino;Pública;2010;7,8;13;1;0;Em fase
3;7,18805;7,1;8,2;7,52;3,7;7,8325;10,0;0;2023;Ametista;Feminino;Pública;2011;7,8;12;1;0;Em fase
3;7,749391667;8,8;9,3;7,52;7,2;7,75;5,0;-1;2023;Ametista;Masculino;Pública;2009;7,7;14;1;1;Moderada
3;6,337116667;7,9;7,4;2,52;5,0;7,6275;5,0;-1;2023;Agata;Feminino;Pública;2008;7,8;15;1;0;Moderada
3;6,855541667;0,0;9,0;6,27;5,0;8,125;10,0;0;2023;Agata;Feminino;Pública;2009;8,0;14;1;0;Em fase
3;8,144425;9,2;9,8;2,52;7,6;8,3375;10,0;0;2023;Topázio;Masculino;Privada - Programa de Apadrinhamento;2010;8,3;13;0;1;Em fase
3;8,257658333;5,4;9,7;7,52;7,8;8,2125;10,0;0;2023;Topázio;Feminino;Pública;2009;8,3;14;1;0;Em fase
3;6,394291667;0,0;8,9;7,52;5,2;7,75;5,0;-2;2023;Agata;Masculino;Pública;2008;7,7;15;1;1;Moderada
3;8,1686;8,8;10,0;2,52;8,1;8,045;10,0;1;2023;Topázio;Feminino;Privada - Programa de Apadrinhamento;2012;8,1;11;0;0;Em fase
3;7,7261;6,7;9,5;2,52;7,6;7,875;10,0;0;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2010;8,1;13;0;0;Em fase
3;8,030716667;9,2;9,9;2,52;7,3;8,17;10,0;0;2023;Topázio;Masculino;Pública;2011;7,8;12;1;1;Em fase
3;7,665083333;9,6;8,6;7,52;7,3;7,5;5,0;-1;2023;Ametista;Masculino;Pública;2009;7,8;14;1;1;Moderada
3;8,10555;9,2;9,9;2,52;7,5;8,3775;10,0;0;2023;Topázio;Masculino;Pública;2010;7,8;13;1;1;Em fase
3;6,329158333;5,4;7,6;5,0;5,0;7,5425;5,0;-1;2023;Agata;Feminino;Pública;2008;7,7;15;1;0;Moderada
3;7,146716667;9,2;9,3;2,52;6,4;7,75;5,0;-1;2023;Ametista;Masculino;Pública;2009;7,8;14;1;1;Moderada
3;6,910091667;9,2;7,5;2,52;4,8;7,545;10,0;0;2023;Agata;Masculino;Pública;2010;7,7;13;1;1;Em fase
3;7,880716667;9,2;9,1;5,0;7,3;7,2925;10,0;0;2023;Ametista;Feminino;Pública;2011;7,2;12;1;0;Em fase
3;6,850183333;8,8;9,0;2,52;5,2;8,0425;5,0;-2;2023;Agata;Feminino;Pública;2008;7,8;15;1;0;Moderada
3;5,914291667;0,0;7,3;7,52;5,1;7,05;5,0;-2;2023;Quartzo;Masculino;Pública;2008;7,7;15;1;1;Moderada
3;7,356358333;8,3;9,3;2,52;5,3;7,96;10,0;0;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2011;7,7;12;0;0;Em fase
3;7,307858333;8,3;9,6;7,52;4,8;7,9175;5,0;-2;2023;Ametista;Feminino;Pública;2008;7,7;15;1;0;Moderada
3;6,021891667;8,8;7,6;2,52;3,8;7,9625;2,5;-3;2023;Agata;Masculino;Pública;2007;7,7;16;1;1;Severa
3;7,72685;8,8;9,9;2,52;6,4;7,7925;10,0;0;2023;Ametista;Feminino;Pública;2010;7,8;13;1;0;Em fase
3;7,153766667;6,7;8,1;2,52;6,5;7,7925;10,0;1;2023;Ametista;Feminino;Pública;2012;7,5;11;1;0;Em fase
3;7,000033333;7,9;8,2;2,52;4,7;8,165;10,0;0;2023;Ametista;Feminino;Pública;2010;7,5;13;1;0;Em fase
3;7,821816667;8,3;9,5;2,52;7,2;8,0425;10,0;0;2023;Ametista;Masculino;Pública;2009;7,8;14;1;1;Em fase
3;5,977708333;0,0;6,8;5,0;6,3;7,8375;5,0;-1;2023;Quartzo;Feminino;Pública;2009;8,0;14;1;0;Moderada
3;6,632716667;9,2;7,3;2,52;4,2;6,88;10,0;0;2023;Agata;Feminino;Pública;2010;7,8;13;1;0;Em fase
3;5,886625;0,0;8,8;2,52;3,5;7,045;10,0;0;2023;Quartzo;Feminino;Pública;2010;7,7;13;1;0;Em fase
3;6,864508333;9,2;9,4;5,0;4,8;7,2125;5,0;-1;2023;Agata;Masculino;Pública;2009;6,7;14;1;1;Moderada
3;6,241583333;0,0;8,8;5,0;5,7;7,835;5,0;-2;2023;Agata;Masculino;Pública;2007;7,8;16;1;1;Moderada
3;8,256833333;7,5;8,6;7,52;8,1;8,045;10,0;0;2023;Topázio;Feminino;Pública;2010;8,1;13;1;0;Em fase
3;6,047333333;0,0;6,5;7,52;6,3;7,46;5,0;-2;2023;Agata;Masculino;Pública;2008;7,5;15;1;1;Moderada
3;7,549025;8,3;9,5;7,52;6,8;7,5025;5,0;-2;2023;Ametista;Masculino;Pública;2008;7,0;15;1;1;Moderada
3;8,240016667;6,7;9,3;7,52;8,3;7,88;10,0;0;2023;Topázio;Masculino;Pública;2010;7,2;13;1;1;Em fase
3;6,989208333;0,0;8,2;7,52;6,2;7,835;10,0;0;2023;Agata;Masculino;Pública;2011;8,0;12;1;1;Em fase
3;6,895508333;7,1;7,5;2,52;7,6;8,125;5,0;-1;2023;Agata;Feminino;Pública;2009;8,0;14;1;0;Moderada
3;4,603416667;0,0;7,5;5,0;2,6;5,54;5,0;-2;2023;Quartzo;Masculino;Pública;2008;4,7;15;1;1;Moderada
3;5,958791667;0,0;7,9;5,0;4,7;6,4575;10,0;1;2023;Quartzo;Masculino;Pública;2011;6,4;12;1;1;Em fase
3;7,062433333;8,8;8,9;2,52;7,2;7,6725;5,0;-2;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2008;6,9;15;0;0;Moderada
3;7,213625;7,5;9,5;5,0;6,3;8,0025;5,0;-1;2023;Ametista;Feminino;Pública;2009;7,0;14;1;0;Moderada
3;6,312083333;9,6;6,9;7,52;3,8;6,2475;5,0;-1;2023;Agata;Masculino;Pública;2009;7,2;14;1;1;Moderada
3;6,874683333;8,8;7,7;7,52;5,9;6,5775;5,0;-1;2023;Agata;Masculino;Pública;2009;7,2;14;1;1;Moderada
3;7,856033333;7,9;8,4;5,0;8,7;8,88;5,0;-1;2023;Ametista;Masculino;Pública;2009;8,8;14;1;1;Moderada
3;7,396508333;7,1;7,2;7,52;7,0;6,8425;10,0;0;2023;Ametista;Feminino;Pública;2010;7,3;13;1;0;Em fase
3;6,2267;10,0;8,1;5,0;2,7;6,5825;5,0;-2;2023;Agata;Feminino;Pública;2008;7,5;15;1;0;Moderada
4;8,316833333;9,6;9,5;2,52;8,0;9,0025;10,0;0;2023;Topázio;Feminino;Privada - Programa de Apadrinhamento;2009;8,1;14;0;0;Em fase
4;7,406658333;7,9;8,7;2,52;5,9;8,42;10,0;0;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2009;7,7;14;0;0;Em fase
4;7,718566667;8,3;9,4;2,52;6,5;8,17;10,0;1;2023;Ametista;Masculino;Privada - Programa de Apadrinhamento;2010;8,1;13;0;1;Em fase
4;7,030108333;8,3;7,8;2,52;6,7;8,46;5,0;-2;2023;Ametista;Feminino;Pública;2007;8,6;16;1;0;Moderada
4;8,283216667;9,2;9,4;2,52;8,0;8,92;10,0;1;2023;Topázio;Masculino;Privada - Programa de Apadrinhamento;2010;8,4;13;0;1;Em fase
4;7,671208333;9,6;8,3;2,52;6,8;8,2525;10,0;0;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2009;8,0;14;0;0;Em fase
4;7,60205;7,1;9,2;2,52;6,0;8,79;10,0;0;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2009;8,4;14;0;0;Em fase
4;7,560991667;7,9;9,0;2,52;6,2;8,2125;10,0;1;2023;Ametista;Masculino;Privada - Programa de Apadrinhamento;2010;8,3;13;0;1;Em fase
4;8,024791667;9,6;9,4;2,52;7,1;8,71;10,0;0;2023;Topázio;Masculino;Privada - Programa de Apadrinhamento;2009;7,7;14;0;1;Em fase
4;7,967608333;8,3;9,8;2,52;7,2;8,46;10,0;1;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2009;8,0;14;0;0;Em fase
4;8,207591667;9,2;9,8;2,52;7,8;8,42;10,0;1;2023;Topázio;Masculino;Privada - Programa de Apadrinhamento;2010;8,3;13;0;1;Em fase
4;7,817541667;7,5;9,7;2,52;6,9;8,46;10,0;0;2023;Ametista;Feminino;Privada;2009;8,0;14;0;0;Em fase
4;7,727325;7,9;9,4;2,52;6,5;8,3775;10,0;0;2023;Ametista;Masculino;Privada - Programa de Apadrinhamento;2008;8,3;15;0;1;Em fase
4;7,263666667;0,0;9,7;2,52;7,8;8,4625;10,0;0;2023;Ametista;Masculino;Privada - Programa de Apadrinhamento;2009;8,1;14;0;1;Em fase
4;7,67285;8,8;9,7;2,52;6,0;8,1225;10,0;0;2023;Ametista;Masculino;Pública;2009;7,8;14;1;1;Em fase
4;6,96965;8,3;8,6;2,52;5,6;8,5025;5,0;-1;2023;Agata;Feminino;Pública;2007;8,4;16;1;0;Moderada
4;7,333591667;9,2;8,7;2,52;6,8;8,3375;5,0;-1;2023;Ametista;Feminino;Pública;2008;8,9;15;1;0;Moderada
4;6,616016667;8,8;6,2;5,0;6,5;7,3775;5,0;-2;2023;Agata;Masculino;Privada;2007;7,2;16;0;1;Moderada
4;8,430241667;7,9;9,5;7,52;7,1;8,5025;10,0;1;2023;Topázio;Masculino;Pública;2010;8,6;13;1;1;Em fase
4;5,661166667;9,6;4,5;2,52;4,3;7,17;5,0;-2;2023;Quartzo;Masculino;Privada - Programa de Apadrinhamento;2007;7,5;16;0;1;Moderada
4;5,939858333;8,3;5,3;2,52;6,3;7,6275;2,5;-3;2023;Quartzo;Feminino;Pública;2006;7,7;17;1;0;Severa
4;7,557558333;8,8;7,9;2,52;7,1;8,045;10,0;0;2023;Ametista;Feminino;Pública;2009;8,3;14;1;0;Em fase
4;8,881483333;8,3;9,3;7,52;8,2;9,17;10,0;1;2023;Topázio;Masculino;Pública;2010;9,7;13;1;1;Em fase
4;8,345491667;10,0;9,9;2,52;7,2;8,88;10,0;0;2023;Topázio;Feminino;Pública;2008;8,9;15;1;0;Em fase
4;7,166475;8,8;6,6;2,52;6,9;7,7125;10,0;0;2023;Ametista;Feminino;Pública;2009;8,0;14;1;0;Em fase
4;7,066475;8,8;9,3;2,52;5,7;8,2125;5,0;-2;2023;Ametista;Masculino;Pública;2007;8,0;16;1;1;Moderada
4;5,622266667;8,8;4,2;2,52;4,7;7,2925;5,0;-2;2023;Quartzo;Feminino;Pública;2007;7,5;16;1;0;Moderada
4;6,631333333;9,6;8,1;4,38;5,0;7,17;5,0;-1;2023;Agata;Masculino;Pública;2008;6,9;15;1;1;Moderada
4;5,811541667;0,0;6,7;2,52;6,7;7,88;5,0;-1;2023;Quartzo;Feminino;Pública;2008;8,0;15;1;0;Moderada
4;7,102016667;8,8;7,6;2,52;6,1;7,5475;10,0;0;2023;Ametista;Feminino;Pública;2009;7,2;14;1;0;Em fase
4;6,791641667;8,8;7,9;2,52;5,9;8,005;5,0;-1;2023;Agata;Feminino;Pública;2008;8,0;15;1;0;Moderada
4;7,067983333;8,3;9,5;5,0;5,4;7,7125;5,0;-1;2023;Ametista;Masculino;Pública;2008;7,2;15;1;1;Moderada
4;6,971266667;8,8;8,3;2,52;4,8;7,3375;10,0;0;2023;Agata;Feminino;Pública;2009;7,5;14;1;0;Em fase
4;5,709808333;7,5;6,3;2,52;4,2;7,2125;5,0;-2;2023;Quartzo;Feminino;Pública;2007;6,7;16;1;0;Moderada
4;6,857625;9,6;7,6;4,38;6,6;7,09;5,0;-1;2023;Agata;Masculino;Pública;2008;7,0;15;1;1;Moderada
4;6,269541667;7,5;8,7;2,52;5,3;6,7575;5,0;-1;2023;Agata;Masculino;Pública;2007;6,1;16;1;1;Moderada
4;7,436566667;8,3;9,5;2,52;6,7;8,96;5,0;-1;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2008;8,1;15;0;0;Moderada
4;5,5425;0,0;7,0;5,63;4,5;7,46;5,0;-1;2023;Quartzo;Feminino;Pública;2008;6,9;15;1;0;Moderada
4;6,337966667;7,1;6,7;2,52;4,8;6,9175;10,0;0;2023;Agata;Feminino;Privada - Programa de Apadrinhamento;2009;6,9;14;0;0;Em fase
4;7,381566667;8,3;8,3;5,0;7,3;8,045;5,0;-2;2023;Ametista;Masculino;Pública;2007;8,1;16;1;1;Moderada
4;7,016;0,0;9,9;2,52;7,5;9,545;5,0;-1;2023;Ametista;Masculino;Privada - Programa de Apadrinhamento;2008;8,8;15;0;1;Moderada
4;8,221841667;7,1;9,7;2,52;7,9;9,3775;10,0;0;2023;Topázio;Masculino;Privada - Programa de Apadrinhamento;2009;8,6;14;0;1;Em fase
4;6,784075;10,0;7,9;6,26;4,3;7,4175;5,0;-2;2023;Agata;Masculino;Pública;2007;7,3;16;1;1;Moderada
4;7,044333333;0,0;8,8;2,52;7,3;8,8325;10,0;1;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2010;8,1;13;0;0;Em fase
4;7,171166667;0,0;10,0;2,52;8,1;9,5875;5,0;-1;2023;Ametista;Masculino;Privada - Programa de Apadrinhamento;2008;8,8;15;0;1;Moderada
4;8,256766667;8,8;9,9;4,39;6,8;8,9175;10,0;0;2023;Topázio;Masculino;Privada;2009;8,1;14;0;1;Em fase
4;6,719791667;9,6;8,4;5,63;4,5;7,0425;5,0;-1;2023;Agata;Masculino;Pública;2008;7,0;15;1;1;Moderada
4;6,411333333;0,0;8,4;5,0;7,0;7,6275;5,0;-2;2023;Agata;Feminino;Pública;2007;8,1;16;1;0;Moderada
4;8,02675;7,5;9,1;5,0;7,5;8,3775;10,0;1;2023;Topázio;Feminino;Pública;2010;7,8;13;1;0;Em fase
4;4,406458333;0,0;3,7;5,0;3,8;6,05;5,0;-2;2023;Quartzo;Masculino;Privada;2007;7,0;16;0;1;Moderada
4;7,281433333;8,8;9,8;6,89;5,5;7,3825;5,0;-2;2023;Ametista;Feminino;Pública;2007;6,9;16;1;0;Moderada
4;6,207083333;7,5;7,9;2,52;4,6;7,465;5,0;-1;2023;Agata;Feminino;Pública;2008;7,2;15;1;0;Moderada
4;6,644475;8,8;6,9;2,52;5,3;6,715;10,0;1;2023;Agata;Feminino;Pública;2010;7,3;13;1;0;Em fase
4;;7,9;9,0;;6,2;7,4625;2,5;-3;2023;;Masculino;Pública;2006;8,0;17;1;1;Severa
4;;9,6;9,4;;6,4;7,5875;5,0;-1;2023;;Feminino;Pública;2008;7,8;15;1;0;Moderada
4;;8,3;8,7;;7,0;7,88;10,0;0;2023;;Masculino;Pública;2009;8,0;14;1;1;Em fase
4;;9,6;8,8;;5,9;7,71;5,0;-1;2023;;Masculino;Pública;2008;7,8;15;1;1;Moderada
4;;7,9;7,7;;2,7;6,505;5,0;-2;2023;;Feminino;Pública;2007;4,7;16;1;0;Moderada
4;;8,8;9,0;;6,1;7,3775;5,0;-1;2023;;Feminino;Pública;2008;7,8;15;1;0;Moderada
4;7,641016667;8,8;8,8;2,52;7,7;9,005;5,0;-1;2023;Ametista;Feminino;Pública;2008;9,1;15;1;0;Moderada
4;8,116041667;9,6;9,0;2,52;7,4;8,7975;10,0;0;2023;Topázio;Masculino;Pública;2009;8,6;14;1;1;Em fase
4;7,011091667;9,2;8,7;2,52;3,9;7,75;10,0;0;2023;Ametista;Feminino;Pública;2008;7,7;15;1;0;Em fase
4;6,330041667;0,0;9,2;5,0;4,2;7,045;10,0;0;2023;Agata;Masculino;Pública;2009;7,3;14;1;1;Em fase
4;6,760341667;9,2;5,4;7,52;5,2;6,465;10,0;0;2023;Agata;Feminino;Pública;2009;6,7;14;1;0;Em fase
4;5,713333333;0,0;7,5;5,0;4,7;7,3375;5,0;-1;2023;Quartzo;Feminino;Pública;2007;8,1;16;1;0;Moderada
4;6,175333333;7,5;7,2;5,0;3,7;6,26;10,0;0;2023;Agata;Masculino;Pública;2009;5,0;14;1;1;Em fase
4;6,780741667;7,9;8,7;2,52;5,8;7,6675;5,0;-1;2023;Agata;Feminino;Pública;2007;8,0;16;1;0;Moderada
4;6,1242;7,9;5,6;5,0;5,1;7,2125;5,0;-2;2023;Agata;Feminino;Pública;2007;7,5;16;1;0;Moderada
4;6,018083333;0,0;7,8;5,0;4,1;7,13;10,0;0;2023;Agata;Feminino;Pública;2009;7,2;14;1;0;Em fase
4;6,578558333;5,4;6,8;5,0;4,9;7,5025;10,0;0;2023;Agata;Masculino;Pública;2009;7,0;14;1;1;Em fase
4;6,30695;7,9;7,7;2,52;4,5;7,71;5,0;-2;2023;Agata;Feminino;Pública;2006;7,8;17;1;0;Moderada
4;7,982633333;9,2;9,0;2,52;6,6;9,1275;10,0;0;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2009;8,8;14;0;0;Em fase
4;6,140333333;0,0;9,3;2,52;5,9;7,7125;5,0;-2;2023;Agata;Feminino;Pública;2007;8,1;16;1;0;Moderada
4;6,796541667;0,0;9,6;2,52;6,1;8,005;10,0;0;2023;Agata;Feminino;Privada - Programa de Apadrinhamento;2009;8,0;14;0;0;Em fase
4;8,436908333;10,0;9,5;7,52;5,7;8,96;10,0;0;2023;Topázio;Feminino;Pública;2008;8,6;15;1;0;Em fase
4;6,856575;7,9;8,1;6,26;4,9;7,71;5,0;-1;2023;Agata;Feminino;Pública;2008;8,0;15;1;0;Moderada
4;8,137625;7,5;9,5;5,63;7,5;8,295;10,0;1;2023;Topázio;Feminino;Privada - Programa de Apadrinhamento;2011;7,7;12;0;0;Em fase
4;8,393508333;9,2;9,9;7,52;5,5;8,96;10,0;0;2023;Topázio;Feminino;Pública;2008;8,6;15;1;0;Em fase
4;7,7284;8,3;9,9;7,52;5,5;8,7525;5,0;-1;2023;Ametista;Masculino;Pública;2008;8,1;15;1;1;Moderada
4;7,1935;0,0;9,8;5,63;5,6;8,3775;10,0;1;2023;Ametista;Masculino;Pública;2010;8,8;13;1;1;Em fase
4;8,493058333;8,8;8,6;7,52;7,1;9,21;10,0;0;2023;Topázio;Masculino;Privada - Programa de Apadrinhamento;2009;8,9;14;0;1;Em fase
4;5,732375;0,0;7,9;6,26;4,0;7,46;5,0;-1;2023;Quartzo;Feminino;Pública;2008;7,3;15;1;0;Moderada
4;9,006266667;8,8;10,0;6,27;8,9;9,2125;10,0;0;2023;Topázio;Masculino;Pública;2009;8,8;14;1;1;Em fase
4;8,189225;6,7;9,5;7,52;6,5;8,7125;10,0;0;2023;Topázio;Feminino;Privada - Programa de Apadrinhamento;2009;8,3;14;0;0;Em fase
4;6,690458333;6,3;8,5;2,52;5,5;6,585;10,0;0;2023;Agata;Feminino;Privada - Programa de Apadrinhamento;2008;7,0;15;0;0;Em fase
4;5,380358333;8,3;4,6;2,52;4,7;7,13;2,5;-3;2023;Quartzo;Feminino;Pública;2006;7,7;17;1;0;Severa
4;7,671933333;8,8;9,0;5,0;6,1;7,6675;10,0;1;2023;Ametista;Masculino;Pública;2010;7,5;13;1;1;Em fase
4;3,745541667;0,0;4,8;2,52;3,9;5,375;2,5;-4;2023;Quartzo;Feminino;Pública;2005;4,2;18;1;0;Severa
4;8,367208333;9,6;9,2;5,0;7,2;8,88;10,0;0;2023;Topázio;Masculino;Concluiu o 3º EM;2009;8,6;14;0;1;Em fase
4;7,695233333;8,3;9,4;2,52;6,2;8,42;10,0;1;2023;Ametista;Feminino;Pública;2010;8,1;13;1;0;Em fase
4;5,677291667;0,0;8,3;2,52;5,4;8,0025;2,5;-3;2023;Quartzo;Feminino;Pública;2006;8,3;17;1;0;Severa
4;6,805033333;7,9;8,1;2,52;6,3;7,8775;5,0;-2;2023;Agata;Feminino;Pública;2007;8,1;16;1;0;Moderada
4;7,037808333;6,7;8,3;2,52;5,3;8,045;10,0;0;2023;Ametista;Feminino;Pública;2009;8,0;14;1;0;Em fase
4;6,665208333;9,6;8,0;2,52;5,3;7,835;5,0;-1;2023;Agata;Masculino;Pública;2007;7,3;16;1;1;Moderada
5;6,433075;6,7;7,6;5,0;4,7;7,5475;5,0;-2;2023;Agata;Feminino;Pública;2006;8,0;17;1;0;Moderada
5;8,0239;8,3;9,2;5,0;7,1;8,09;10,0;1;2023;Topázio;Feminino;Privada - Programa de Apadrinhamento;2009;8,1;14;0;0;Em fase
5;6,794516667;8,8;8,6;5,63;5,7;6,6675;5,0;-1;2023;Agata;Masculino;Privada - Programa de Apadrinhamento;2007;6,6;16;0;1;Moderada
5;6,811875;6,3;8,8;5,0;6,0;7,4625;5,0;-1;2023;Agata;Feminino;Pública;2006;7,3;17;1;0;Moderada
5;7,769658333;7,9;9,1;5,0;7,3;7,5075;10,0;0;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2007;7,0;16;0;0;Em fase
5;6,068333333;0,0;9,4;5,0;5,7;6,8375;5,0;-2;2023;Agata;Masculino;Privada - Programa de Apadrinhamento;2006;6,9;17;0;1;Moderada
5;5,545383333;7,1;7,4;2,52;4,4;6,6275;2,5;-3;2023;Quartzo;Feminino;Pública;2005;6,6;18;1;0;Severa
5;6,989633333;9,2;7,7;5,0;5,8;7,835;5,0;-1;2023;Agata;Feminino;Privada;2007;8,1;16;0;0;Moderada
5;8,0879;8,3;8,6;5,0;7,5;8,2975;10,0;0;2023;Topázio;Masculino;Privada - Programa de Apadrinhamento;2008;8,8;15;0;1;Em fase
5;6,503908333;6,7;7,3;5,0;5,7;7,5475;5,0;-1;2023;Agata;Masculino;Privada;2007;7,3;16;0;1;Moderada
5;7,794358333;8,3;9,6;2,52;6,5;8,3375;10,0;1;2023;Ametista;Masculino;Privada - Programa de Apadrinhamento;2009;8,3;14;0;1;Em fase
5;7,566458333;7,5;8,7;5,0;6,0;8,0875;10,0;1;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2009;7,7;14;0;0;Em fase
5;7,141308333;6,7;8,1;5,0;7,4;7,9225;5,0;-1;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2007;8,0;16;0;0;Moderada
5;6,319141667;8,8;7,1;5,0;4,2;7,215;5,0;-1;2023;Agata;Feminino;Pública;2006;7,3;17;1;0;Moderada
5;7,03025;0,0;8,2;5,0;7,5;8,045;10,0;0;2023;Ametista;Masculino;Privada;2008;7,8;15;0;1;Em fase
5;7,9642;10,0;9,8;2,52;6,4;8,2975;10,0;1;2023;Ametista;Masculino;Privada - Programa de Apadrinhamento;2009;8,1;14;0;1;Em fase
5;6,946058333;6,7;8,4;5,0;7,3;7,215;5,0;-1;2023;Agata;Feminino;Pública;2007;7,0;16;1;0;Moderada
5;4,9308;5,8;7,3;2,52;2,9;5,59;5,0;-2;2023;Quartzo;Feminino;Concluiu o 3º EM;2005;4,4;18;0;0;Moderada
5;7,515233333;8,3;9,4;6,26;6,7;7,9625;5,0;-1;2023;Ametista;Feminino;Pública;2007;7,5;16;1;0;Moderada
5;7,91935;8,8;7,8;6,26;6,4;8,6725;10,0;0;2023;Ametista;Feminino;Pública;2008;8,4;15;1;0;Em fase
5;5,335;0,0;6,0;3,14;5,6;7,255;5,0;-2;2023;Quartzo;Masculino;Pública;2006;7,5;17;1;1;Moderada
5;7,584483333;6,2;9,5;5,0;7,9;8,2125;5,0;-1;2023;Ametista;Feminino;Pública;2007;8,4;16;1;0;Moderada
5;7,024933333;6,7;9,1;5,0;6,2;8,0875;5,0;-2;2023;Ametista;Masculino;Pública;2006;6,9;17;1;1;Moderada
5;6,869133333;9,2;9,2;5,0;4,3;7,545;5,0;-2;2023;Agata;Feminino;Pública;2006;7,5;17;1;0;Moderada
5;6,845208333;0,0;8,5;5,0;7,0;7,5875;10,0;0;2023;Agata;Feminino;Pública;2007;7,3;16;1;0;Em fase
5;5,711166667;0,0;6,4;5,0;4,0;6,8725;10,0;0;2023;Quartzo;Feminino;Pública;2007;7,5;16;1;0;Em fase
5;6,892541667;0,0;7,8;7,52;7,9;8,1725;5,0;-2;2023;Agata;Feminino;Pública;2006;8,6;17;1;0;Moderada
5;7,08435;8,8;8,9;6,27;5,7;7,8425;5,0;-1;2023;Ametista;Masculino;Pública;2007;5,9;16;1;1;Moderada
5;8,378008333;9,2;9,6;3,77;7,8;8,7575;10,0;0;2023;Topázio;Masculino;Pública;2008;8,6;15;1;1;Em fase
5;5,952358333;8,3;7,8;5,0;2,2;6,8;5,0;-1;2023;Quartzo;Feminino;Pública;2007;7,7;16;1;0;Moderada
5;7,350625;7,5;8,7;2,52;6,5;7,715;10,0;0;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2008;7,7;15;0;0;Em fase
5;6,168416667;7,5;7,9;2,52;5,3;6,505;5,0;-1;2023;Agata;Feminino;Pública;2007;7,2;16;1;0;Moderada
5;4,25;0,0;7,7;2,52;2,6;5,6275;2,5;-3;2023;Quartzo;Masculino;Pública;2004;5,6;19;1;1;Severa
5;5,937025;7,1;6,3;2,52;6,0;6,88;5,0;-2;2023;Quartzo;Feminino;Privada - Programa de Apadrinhamento;2005;6,4;18;0;0;Moderada
5;4,990333333;0,0;5,2;2,52;4,4;6,0;10,0;1;2023;Quartzo;Feminino;Privada - Programa de Apadrinhamento;2008;6,2;15;0;0;Em fase
5;6,202008333;7,1;7,6;7,52;3,3;6,67;5,0;-1;2023;Agata;Feminino;Pública;2007;7,3;16;1;0;Moderada
5;8,699408333;10,0;9,6;7,52;7,7;8,1725;10,0;1;2023;Topázio;Feminino;Privada - Programa de Apadrinhamento;2009;8,6;14;0;0;Em fase
5;7,806141667;8,8;9,9;5,0;7,9;7,8375;5,0;-2;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2006;8,0;17;0;0;Moderada
5;6,483083333;0,0;9,6;6,89;4,7;6,4225;10,0;0;2023;Agata;Feminino;Privada - Programa de Apadrinhamento;2007;6,6;16;0;0;Em fase
5;7,487841667;9,2;10,0;2,52;7,2;7,8775;5,0;-1;2023;Ametista;Feminino;Pública;2007;8,0;16;1;0;Moderada
5;6,318991667;7,9;8,1;5,0;4,4;6,5875;5,0;-2;2023;Agata;Masculino;Pública;2006;7,0;17;1;1;Moderada
5;7,289333333;7,5;9,6;2,52;7,2;7,795;5,0;-1;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2007;8,8;16;0;0;Moderada
5;7,45425;9,6;8,8;2,52;6,3;7,2125;10,0;0;2023;Ametista;Feminino;Privada - Programa de Apadrinhamento;2008;7,8;15;0;0;Em fase
5;5,314333333;0,0;7,3;5,0;4,3;6,255;5,0;-2;2023;Quartzo;Masculino;Pública;2006;7,5;17;1;1;Moderada
5;6,293083333;7,5;7,2;5,0;5,2;6,755;5,0;-2;2023;Agata;Masculino;Pública;2006;7,2;17;1;1;Moderada
5;6,598266667;8,8;8,3;2,52;5,0;7,46;5,0;-1;2023;Agata;Feminino;Privada - Programa de Apadrinhamento;2007;8,1;16;0;0;Moderada
5;6,940416667;7,5;8,7;5,0;6,1;7,2125;5,0;-1;2023;Agata;Masculino;Pública;2007;7,8;16;1;1;Moderada
5;6,806466667;9,2;9,2;6,26;5,0;7,085;2,5;-3;2023;Agata;Feminino;Pública;2005;7,5;18;1;0;Severa
5;7,757466667;9,2;8,5;6,26;8,1;7,8775;5,0;-2;2023;Ametista;Masculino;Privada - Programa de Apadrinhamento;2005;8,1;18;0;1;Moderada
