fase;inde;iaa;ieg;ips;ida;ipv;ian;defasagem;ano;pedra;genero;instituicao_ensino;ano_nascimento;ipp;idade;escola_publica;genero_binario;perfil_defasagem
1;6,71;9,5;8,7;5,0;6,5;6,389;5,0;-1;2022;Ágata;Menino;Escola Pública;2011;4,4;11;1;1;Moderada
1;4,742;9,5;4,0;7,5;1,2;5,444;5,0;-1;2022;Quartzo;Menino;Escola Pública;2012;4,1;10;1;1;Moderada
1;7,621;10,0;9,9;7,5;7,3;7,222;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;4,9;10;1;0;Moderada
1;8,417;7,5;9,7;7,5;9,6;9,333;5,0;-1;2022;Topázio;Menina;Rede Decisão;2012;6,9;10;0;0;Moderada
1;7,413;8,5;8,8;7,5;7,3;7,722;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;5,5;10;1;0;Moderada
1;5,853;9,0;7,2;7,5;0,0;6,5;10,0;0;2022;Quartzo;Menina;Escola Pública;2013;4,6;9;1;0;Em fase
1;7,576;7,9;8,2;7,5;7,7;8,722;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;6,1;10;1;0;Moderada
1;7,461;7,5;9,7;7,5;7,0;7,722;5,0;-1;2022;Ametista;Menino;Escola Pública;2011;5,8;11;1;1;Moderada
1;7,678;10,0;8,8;7,5;7,1;8,278;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;5,9;11;1;0;Moderada
1;8,306;10,0;9,4;7,5;7,2;8,278;10,0;0;2022;Topázio;Menina;Escola Pública;2013;5,8;9;1;0;Em fase
1;6,407;6,4;8,3;5,0;5,8;6,944;5,0;-1;2022;Ágata;Menina;Escola Pública;2011;5,6;11;1;0;Moderada
1;7,857;9,0;8,9;7,5;8,4;8,056;5,0;-1;2022;Ametista;Menino;Escola Pública;2011;6,4;11;1;1;Moderada
1;6,683;8,5;6,8;7,5;5,7;7,556;5,0;-1;2022;Ágata;Menino;Escola Pública;2011;5,7;11;1;1;Moderada
1;6,323;6,9;9,2;5,0;5,1;5,833;5,0;-2;2022;Ágata;Menina;Rede Decisão;2009;6,1;13;0;0;Moderada
1;7,7;8,5;8,8;7,5;8,8;7,556;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;5,7;11;1;0;Moderada
1;7,826;8,5;10,0;7,5;8,2;7,444;5,0;-1;2022;Ametista;Menino;Escola Pública;2012;6,0;10;1;1;Moderada
1;8,232;9,0;10,0;7,5;9,5;7,889;5,0;-1;2022;Topázio;Menina;Escola Pública;2012;6,0;10;1;0;Moderada
1;7,794;8,5;8,8;7,5;6,8;7,333;10,0;0;2022;Ametista;Menino;Escola Pública;2013;6,1;9;1;1;Em fase
1;8,287;9,5;9,7;7,5;7,4;7,778;10,0;1;2022;Topázio;Menina;Rede Decisão;2014;6,1;8;0;0;Em fase
1;7,95;8,5;10,0;7,5;8,8;7,5;5,0;-1;2022;Ametista;Menino;Escola Pública;2012;5,9;10;1;1;Moderada
1;8,072;8,5;8,9;7,5;8,0;7,556;10,0;0;2022;Topázio;Menina;Escola Pública;2013;5,8;9;1;0;Em fase
1;7,591;9,5;8,0;7,5;8,4;7,556;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;6,0;11;1;0;Moderada
1;7,132;9,5;7,3;7,5;7,2;7,278;5,0;-2;2022;Ametista;Menino;Escola Pública;2010;5,8;12;1;1;Moderada
1;7,653;8,5;10,0;7,5;7,4;7,222;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;6,3;11;1;0;Moderada
1;6,575;8,0;7,4;7,5;4,5;7,556;5,0;-1;2022;Ágata;Menino;Escola Pública;2012;6,3;10;1;1;Moderada
1;7,808;9,0;8,2;7,5;9,2;7,833;5,0;-2;2022;Ametista;Menina;Escola Pública;2010;6,1;12;1;0;Moderada
1;7,336;8,0;9,3;7,5;7,1;7,056;5,0;-2;2022;Ametista;Menino;Escola Pública;2010;5,9;12;1;1;Moderada
1;7,094;8,0;10,0;7,5;5,3;7,056;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;5,7;10;1;0;Moderada
1;7,365;9,0;9,3;7,5;6,2;7,722;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;5,7;10;1;0;Moderada
1;8,229;9,0;9,6;5,6;8,3;7,778;10,0;0;2022;Topázio;Menino;Escola Pública;2013;6,3;9;1;1;Em fase
1;7,039;8,0;9,7;7,5;4,8;5,889;10,0;0;2022;Ametista;Menina;Escola Pública;2013;4,1;9;1;0;Em fase
1;6,582;8,0;6,3;7,5;5,8;7,556;5,0;-2;2022;Ágata;Menino;Escola Pública;2010;6,0;12;1;1;Moderada
1;8,903;10,0;9,7;7,5;9,9;8,056;10,0;0;2022;Topázio;Menino;Rede Decisão;2013;6,2;9;0;1;Em fase
1;7,604;6,9;9,5;7,5;7,7;7,833;5,0;-2;2022;Ametista;Menina;Escola Pública;2010;6,6;12;1;0;Moderada
1;7,661;9,0;9,4;7,5;7,5;7,5;5,0;-1;2022;Ametista;Menino;Escola Pública;2012;6,3;10;1;1;Moderada
1;8,0;7,4;9,6;7,5;7,5;7,333;10,0;0;2022;Ametista;Menino;Escola Pública;2013;6,2;9;1;1;Em fase
1;7,035;10,0;6,8;7,5;6,8;7,278;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;6,1;11;1;0;Moderada
1;7,725;9,0;10,0;5,0;6,0;7,5;10,0;0;2022;Ametista;Menino;Escola Pública;2013;6,2;9;1;1;Em fase
1;8,306;9,5;9,1;7,5;7,5;8,167;10,0;0;2022;Topázio;Menino;Escola Pública;2013;6,5;9;1;1;Em fase
1;7,591;10,0;9,5;7,5;6,5;7,556;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;6,3;11;1;0;Moderada
1;6,947;0,0;9,4;5,0;9,1;8,056;5,0;-1;2022;Ágata;Menino;Escola Pública;2011;6,4;11;1;1;Moderada
1;8,013;9,0;9,3;7,5;8,6;8,167;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;6,5;11;1;0;Moderada
1;8,079;10,0;9,9;7,5;8,0;8,167;5,0;-2;2022;Topázio;Menino;Escola Pública;2010;6,2;12;1;1;Moderada
1;8,025;8,5;10,0;7,5;6,5;7,5;10,0;0;2022;Ametista;Menina;Escola Pública;2013;6,2;9;1;0;Em fase
1;5,335;0,0;6,2;7,5;4,0;6,944;5,0;-1;2022;Quartzo;Menino;Escola Pública;2011;6,6;11;1;1;Moderada
1;6,51;8,5;8,9;5,0;5,2;6,556;5,0;-2;2022;Ágata;Menino;Escola Pública;2010;5,3;12;1;1;Moderada
1;8,338;10,0;9,0;7,5;8,9;9,056;5,0;-1;2022;Topázio;Menino;Escola Pública;2012;7,0;10;1;1;Moderada
1;8,057;9,5;9,8;7,5;7,8;8,167;5,0;-1;2022;Ametista;Menino;Escola Pública;2012;7,0;10;1;1;Moderada
1;7,792;9,5;9,7;7,5;5,5;7,167;10,0;0;2022;Ametista;Menina;Escola Pública;2013;6,2;9;1;0;Em fase
1;6,962;8,5;8,8;5,6;6,0;7,333;5,0;-1;2022;Ágata;Menino;Escola Pública;2012;6,3;10;1;1;Moderada
1;7,131;9,0;7,4;7,5;7,1;7,333;5,0;-2;2022;Ametista;Menina;Escola Pública;2010;6,1;12;1;0;Moderada
1;6,953;9,0;9,2;7,5;5,1;6,917;5,0;-1;2022;Ágata;Menina;Escola Pública;2012;5,6;10;1;0;Moderada
1;7,106;9,5;8,9;5,6;6,0;7,75;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;5,7;10;1;0;Moderada
1;6,641;9,5;9,0;4,4;4,8;7,167;5,0;-1;2022;Ágata;Menino;Escola Pública;2012;5,6;10;1;1;Moderada
1;6,309;8,5;7,5;5,6;6,8;5,583;5,0;-2;2022;Ágata;Menino;Escola Pública;2009;4,2;13;1;1;Moderada
1;7,665;8,5;9,3;6,9;7,5;8,417;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;5,8;11;1;0;Moderada
1;7,303;8,5;9,5;5,6;7,0;7,5;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;5,9;10;1;0;Moderada
1;5,427;10,0;7,8;6,9;2,5;5,0;2,5;-3;2022;Quartzo;Menino;Escola Pública;2008;4,3;14;1;1;Severa
1;7,221;8,0;9,8;6,3;6,5;7,417;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;5,5;11;1;0;Moderada
1;7,05;8,5;9,8;4,4;6,5;7,167;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;5,7;10;1;0;Moderada
1;6,307;9,5;9,7;5,6;3,3;6,0;5,0;-1;2022;Ágata;Menino;Escola Pública;2012;5,0;10;1;1;Moderada
1;6,723;9,5;6,6;7,5;5,5;7,5;5,0;-2;2022;Ágata;Menino;Escola Pública;2009;6,0;13;1;1;Moderada
1;6,77;9,0;7,9;5,0;5,6;7,917;5,0;-1;2022;Ágata;Menina;Escola Pública;2011;5,9;11;1;0;Moderada
1;7,745;9,5;9,7;5,0;7,6;8,833;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;5,7;11;1;0;Moderada
1;7,292;8,0;9,1;6,9;7,2;7,583;5,0;-2;2022;Ametista;Menino;Escola Pública;2010;5,3;12;1;1;Moderada
1;6,301;10,0;7,9;6,9;4,2;6,167;5,0;-1;2022;Ágata;Menino;Escola Pública;2012;4,6;10;1;1;Moderada
1;6,026;9,0;9,0;6,9;1,9;6,25;5,0;-2;2022;Ágata;Menina;Escola Pública;2010;5,1;12;1;0;Moderada
1;6,853;8,5;7,3;6,9;6,6;7,333;5,0;-2;2022;Ágata;Menina;Escola Pública;2010;5,7;12;1;0;Moderada
1;6,625;9,5;8,8;5,0;5,5;7,167;5,0;-1;2022;Ágata;Menino;Escola Pública;2011;3,8;11;1;1;Moderada
1;6,39;9,5;6,9;6,9;3,3;8,167;5,0;-1;2022;Ágata;Menina;Escola Pública;2011;5,8;11;1;0;Moderada
1;5,588;7,9;6,0;6,9;4,0;5,75;5,0;-2;2022;Quartzo;Menino;Escola Pública;2010;4,6;12;1;1;Moderada
1;5,949;9,5;8,1;5,0;4,4;5,167;5,0;-2;2022;Quartzo;Menino;Escola Pública;2010;4,7;12;1;1;Moderada
1;7,181;9,0;8,8;5,0;6,4;8,25;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;5,9;11;1;0;Moderada
1;8,334;10,0;8,4;7,5;9,4;9,333;5,0;-1;2022;Topázio;Menino;Escola Pública;2012;6,6;10;1;1;Moderada
1;5,539;9,0;8,5;5,0;4,3;4,5;2,5;-3;2022;Quartzo;Menino;Escola Pública;2008;4,3;14;1;1;Severa
1;7,634;9,5;9,2;7,5;7,1;8,083;5,0;-1;2022;Ametista;Menino;Escola Pública;2011;5,6;11;1;1;Moderada
1;4,949;6,9;7,2;5,0;3,8;3,75;5,0;-1;2022;Quartzo;Menino;Escola Pública;2011;3,1;11;1;1;Moderada
1;7,856;9,0;9,0;7,5;7,4;8,833;5,0;-1;2022;Ametista;Menino;Escola Pública;2011;6,6;11;1;1;Moderada
1;7,855;8,0;9,0;7,5;8,0;8,75;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;6,6;11;1;0;Moderada
1;8,22;10,0;9,2;7,5;8,5;8,833;5,0;-1;2022;Topázio;Menina;Escola Pública;2011;6,6;11;1;0;Moderada
1;4,972;9,5;3,8;5,0;2,3;6,833;5,0;-2;2022;Quartzo;Menino;Escola Pública;2009;4,4;13;1;1;Moderada
1;5,233;9,0;4,1;7,5;2,9;5,917;5,0;-2;2022;Quartzo;Menino;Escola Pública;2009;5,0;13;1;1;Moderada
1;7,729;9,5;8,4;7,5;8,5;7,917;5,0;-2;2022;Ametista;Menina;Escola Pública;2010;5,7;12;1;0;Moderada
1;6,281;9,5;6,0;7,5;4,8;6,833;5,0;-1;2022;Ágata;Menino;Escola Pública;2011;5,5;11;1;1;Moderada
1;7,306;8,0;8,6;6,9;8,3;7,944;2,5;-3;2022;Ametista;Menino;Escola Pública;2008;6,0;14;1;1;Severa
1;7,074;9,5;8,7;5,0;6,8;7,333;5,0;-2;2022;Ametista;Menina;Escola Pública;2010;5,6;12;1;0;Moderada
1;5,722;9,0;7,0;7,5;1,3;6,778;5,0;-1;2022;Quartzo;Menina;Escola Pública;2012;5,6;10;1;0;Moderada
1;6,589;8,5;8,8;7,5;3,7;6,944;5,0;-1;2022;Ágata;Menina;Escola Pública;2011;6,0;11;1;0;Moderada
1;7,48;8,5;8,0;7,5;6,8;6,833;10,0;0;2022;Ametista;Menino;Escola Pública;2013;5,5;9;1;1;Em fase
1;8,261;9,5;9,9;7,5;8,2;8,944;5,0;-1;2022;Topázio;Menino;Escola Pública;2011;6,5;11;1;1;Moderada
1;6,86;9,5;7,2;5,0;7,5;6,944;5,0;-1;2022;Ágata;Menino;Escola Pública;2012;5,8;10;1;1;Moderada
1;5,889;8,0;6,1;7,5;2,8;7,0;5,0;-2;2022;Quartzo;Menino;Escola Pública;2010;6,6;12;1;1;Moderada
1;7,59;9,5;9,1;7,5;7,8;7,111;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;5,9;10;1;0;Moderada
1;7,862;9,5;9,3;7,5;9,0;7,111;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;5,8;10;1;0;Moderada
1;8,814;9,5;10,0;8,8;9,5;9,611;5,0;-1;2022;Topázio;Menino;Escola Pública;2012;6,6;10;1;1;Moderada
1;6,067;8,5;5,8;7,5;3,8;7,222;5,0;-1;2022;Ágata;Menina;Escola Pública;2012;6,0;10;1;0;Moderada
1;7,525;8,0;9,6;7,5;7,6;7,167;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;6,0;10;1;0;Moderada
1;6,464;7,5;8,9;7,5;5,0;5,889;5,0;-1;2022;Ágata;Menino;Escola Pública;2012;5,1;10;1;1;Moderada
1;7,064;10,0;9,0;7,5;4,9;7,222;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;5,9;10;1;0;Moderada
1;7,456;8,5;9,4;7,5;7,1;7,333;5,0;-2;2022;Ametista;Menina;Escola Pública;2010;5,9;12;1;0;Moderada
1;6,714;8,0;8,5;7,5;4,6;7,333;5,0;-1;2022;Ágata;Menina;Escola Pública;2012;5,8;10;1;0;Moderada
1;7,398;8,5;9,1;7,5;5,0;6,889;10,0;0;2022;Ametista;Menina;Escola Pública;2013;6,0;9;1;0;Em fase
1;7,988;10,0;9,6;5,6;8,2;8,778;5,0;-1;2022;Ametista;Menina;Rede Decisão;2012;6,1;10;0;0;Moderada
1;6,632;9,5;9,3;7,5;3,8;6,167;5,0;-1;2022;Ágata;Menino;Escola Pública;2012;5,8;10;1;1;Moderada
1;8,622;9,5;10,0;5,6;9,3;8,278;10,0;0;2022;Topázio;Menina;Rede Decisão;2013;6,0;9;0;0;Em fase
1;7,744;9,5;9,4;7,5;5,8;7,056;10,0;0;2022;Ametista;Menina;Escola Pública;2013;5,9;9;1;0;Em fase
1;7,435;8,5;8,6;7,5;7,4;7,611;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;6,1;10;1;0;Moderada
1;7,507;9,5;9,3;7,5;7,1;7,389;5,0;-1;2022;Ametista;Menino;Escola Pública;2011;5,5;11;1;1;Moderada
1;7,381;8,0;8,5;5,6;8,4;7,778;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;5,9;10;1;0;Moderada
1;6,254;7,5;7,4;7,5;4,6;6,278;5,0;-1;2022;Ágata;Menina;Escola Pública;2012;6,0;10;1;0;Moderada
1;7,392;8,0;9,4;7,5;7,8;6,889;5,0;-1;2022;Ametista;Menino;Escola Pública;2012;5,2;10;1;1;Moderada
1;5,18;8,5;5,5;7,5;1,0;6,0;5,0;-2;2022;Quartzo;Menino;Escola Pública;2010;5,8;12;1;1;Moderada
1;8,971;9,5;10,0;7,5;9,3;9,0;10,0;0;2022;Topázio;Menina;Escola Pública;2013;6,1;9;1;0;Em fase
1;8,265;9,0;10,0;7,5;8,0;7,056;10,0;0;2022;Topázio;Menino;Escola Pública;2013;6,0;9;1;1;Em fase
1;6,35;9,5;7,2;7,5;3,7;6,944;5,0;-1;2022;Ágata;Menina;Escola Pública;2011;5,8;11;1;0;Moderada
1;8,2;9,5;9,2;7,5;9,1;8,556;5,0;-1;2022;Topázio;Menino;Escola Pública;2012;6,3;10;1;1;Moderada
1;7,011;8,5;8,4;7,5;3,9;6,833;10,0;0;2022;Ágata;Menina;Escola Pública;2013;5,8;9;1;0;Em fase
1;7,713;9,0;9,7;7,5;5,7;7,167;10,0;1;2022;Ametista;Menino;Escola Pública;2014;5,5;8;1;1;Em fase
1;8,041;10,0;9,7;7,5;8,6;7,667;5,0;-1;2022;Ametista;Menino;Escola Pública;2011;6,0;11;1;1;Moderada
1;7,78;9,0;9,5;7,5;7,5;8,0;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;6,3;11;1;0;Moderada
1;8,018;9,0;9,0;7,5;8,8;8,333;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;6,4;10;1;0;Moderada
1;7,276;6,9;9,3;6,9;7,1;7,556;5,0;-2;2022;Ametista;Menina;Escola Pública;2010;6,0;12;1;0;Moderada
1;6,127;9,5;9,0;7,5;1,8;6,111;5,0;-1;2022;Ágata;Menino;Escola Pública;2012;5,4;10;1;1;Moderada
1;6,44;6,8;8,1;7,5;4,0;7,444;5,0;-1;2022;Ágata;Menino;Escola Pública;2012;6,0;10;1;1;Moderada
1;7,216;7,8;9,6;7,5;6,3;7,222;5,0;-1;2022;Ametista;Menino;Escola Pública;2012;5,6;10;1;1;Moderada
1;6,794;8,5;7,6;7,5;6,0;7,056;5,0;-1;2022;Ágata;Menino;Escola Pública;2011;5,6;11;1;1;Moderada
1;8,18;9,0;9,6;7,5;6,5;8,5;10,0;0;2022;Topázio;Menina;Escola Pública;2013;6,1;9;1;0;Em fase
1;7,756;9,5;7,6;7,5;9,5;7,556;5,0;-2;2022;Ametista;Menino;Escola Pública;2010;6,2;12;1;1;Moderada
1;7,594;9,0;9,2;7,5;7,9;7,167;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;5,9;10;1;0;Moderada
1;8,121;9,0;9,2;7,5;9,2;8,556;5,0;-2;2022;Topázio;Menino;Escola Pública;2009;5,8;13;1;1;Moderada
1;8,339;9,5;9,7;7,5;9,6;8,278;5,0;-2;2022;Topázio;Menino;Escola Pública;2010;6,2;12;1;1;Moderada
1;8,086;9,5;9,7;7,5;7,3;6,889;10,0;0;2022;Topázio;Menina;Escola Pública;2013;6,1;9;1;0;Em fase
1;7,303;7,4;7,4;7,5;8,8;7,278;5,0;-2;2022;Ametista;Menino;Escola Pública;2010;6,2;12;1;1;Moderada
1;7,107;8,5;8,9;7,5;6,3;6,778;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;6,1;11;1;0;Moderada
1;7,18;8,9;8,3;7,5;6,7;7,333;5,0;-2;2022;Ametista;Menino;Escola Pública;2009;5,7;13;1;1;Moderada
1;7,693;9,5;8,0;7,5;9,0;7,333;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;6,3;11;1;0;Moderada
1;6,018;0,0;7,5;7,5;6,8;6,833;5,0;-2;2022;Ágata;Menino;Escola Pública;2010;5,4;12;1;1;Moderada
1;7,448;9,5;7,7;7,5;7,5;8,222;5,0;-1;2022;Ametista;Menino;Escola Pública;2012;5,6;10;1;1;Moderada
1;4,934;3,5;3,8;7,5;3,8;6,0;5,0;-2;2022;Quartzo;Menina;Escola Pública;2010;6,1;12;1;0;Moderada
1;7,524;7,5;9,0;7,5;8,3;7,389;5,0;-2;2022;Ametista;Menino;Escola Pública;2009;5,9;13;1;1;Moderada
1;7,425;9,0;8,9;7,5;6,8;7,722;5,0;-1;2022;Ametista;Menino;Escola Pública;2012;5,9;10;1;1;Moderada
1;7,483;8,0;9,2;7,5;7,8;7,333;5,0;-1;2022;Ametista;Menino;Escola Pública;2011;5,7;11;1;1;Moderada
1;5,818;7,4;7,6;7,5;1,3;7,278;5,0;-1;2022;Quartzo;Menino;Escola Pública;2011;5,9;11;1;1;Moderada
1;6,621;7,0;6,7;7,5;6,5;7,0;5,0;-1;2022;Ágata;Menina;Escola Pública;2012;6,3;10;1;0;Moderada
1;7,577;9,5;7,6;7,5;9,2;7,333;5,0;-1;2022;Ametista;Menino;Escola Pública;2011;5,5;11;1;1;Moderada
1;8,11;9,0;10,0;7,5;7,0;7,278;10,0;0;2022;Topázio;Menino;Escola Pública;2013;6,0;9;1;1;Em fase
1;8,064;9,5;9,2;7,5;7,3;7,278;10,0;0;2022;Topázio;Menino;Escola Pública;2013;6,1;9;1;1;Em fase
1;6,928;8,5;6,8;7,5;7,0;7,222;5,0;-2;2022;Ágata;Menino;Escola Pública;2010;6,2;12;1;1;Moderada
1;6,996;8,5;9,3;6,9;6,3;6,722;5,0;-1;2022;Ágata;Menina;Escola Pública;2012;4,9;10;1;0;Moderada
1;7,476;7,3;8,9;7,5;7,7;7,833;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;6,1;11;1;0;Moderada
1;7,619;9,5;9,4;7,5;6,5;8,222;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;5,9;11;1;0;Moderada
1;5,313;10,0;4,9;6,9;1,5;6,444;5,0;-1;2022;Quartzo;Menino;Escola Pública;2012;5,5;10;1;1;Moderada
1;7,189;8,5;8,0;6,9;7,3;7,389;5,0;-1;2022;Ametista;Menino;Escola Pública;2012;6,1;10;1;1;Moderada
1;7,039;8,5;9,0;7,5;5,8;7,0;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;5,8;10;1;0;Moderada
1;7,059;8,5;9,3;7,5;3,9;6,278;10,0;0;2022;Ametista;Menina;Escola Pública;2013;5,6;9;1;0;Em fase
1;6,613;8,5;7,4;7,5;5,5;6,611;5,0;-1;2022;Ágata;Menina;Escola Pública;2012;6,1;10;1;0;Moderada
1;6,73;9,0;8,4;7,5;4,8;6,778;5,0;-1;2022;Ágata;Menina;Escola Pública;2011;5,8;11;1;0;Moderada
1;7,776;9,0;9,3;7,5;6,5;6,778;10,0;0;2022;Ametista;Menina;Escola Pública;2013;6,1;9;1;0;Em fase
1;7,75;10,0;9,7;6,9;7,3;7,778;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;6,0;10;1;0;Moderada
1;6,763;9,0;8,0;7,5;6,2;6,722;5,0;-1;2022;Ágata;Menino;Escola Pública;2012;4,3;10;1;1;Moderada
1;7,83;9,5;8,0;7,5;8,8;8,278;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;6,1;11;1;0;Moderada
1;6,086;8,5;8,1;7,5;2,0;6,833;5,0;-1;2022;Ágata;Menina;Escola Pública;2012;6,0;10;1;0;Moderada
1;8,181;8,5;9,8;8,1;8,4;8,389;5,0;-2;2022;Topázio;Menino;Escola Pública;2009;7,0;13;1;1;Moderada
1;6,606;9,5;8,6;7,5;3,3;7,278;5,0;-1;2022;Ágata;Menino;Escola Pública;2012;5,7;10;1;1;Moderada
1;6,736;9,0;7,5;6,9;5,3;7,5;5,0;-2;2022;Ágata;Menino;Escola Pública;2010;5,9;12;1;1;Moderada
1;7,302;8,5;8,9;5,6;7,4;7,611;5,0;-2;2022;Ametista;Menina;Escola Pública;2010;6,1;12;1;0;Moderada
1;7,004;6,9;8,7;5,6;6,9;7,5;5,0;-1;2022;Ágata;Menina;Escola Pública;2011;6,3;11;1;0;Moderada
1;7,866;8,5;9,3;7,5;7,8;8,333;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;6,8;10;1;0;Moderada
1;8,151;8,0;9,6;7,5;7,8;7,5;10,0;0;2022;Topázio;Menina;Escola Pública;2013;6,2;9;1;0;Em fase
1;8,101;9,5;9,6;7,5;9,3;7,5;5,0;-1;2022;Topázio;Menina;Escola Pública;2011;6,2;11;1;0;Moderada
1;7,308;8,5;8,6;7,5;6,8;7,556;5,0;-2;2022;Ametista;Menina;Escola Pública;2010;6,2;12;1;0;Moderada
1;7,785;7,5;9,2;7,5;8,3;8,389;5,0;-2;2022;Ametista;Menina;Escola Pública;2010;6,1;12;1;0;Moderada
1;6,652;7,4;7,5;5,6;6,3;7,5;5,0;-1;2022;Ágata;Menina;Escola Pública;2011;5,9;11;1;0;Moderada
1;8,093;9,5;9,8;7,5;9,0;7,5;5,0;-2;2022;Topázio;Menina;Escola Pública;2010;6,3;12;1;0;Moderada
1;7,407;10,0;9,3;7,5;5,6;7,917;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;5,9;10;1;0;Moderada
1;7,783;8,0;7,8;7,5;9,3;8,333;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;6,5;10;1;0;Moderada
1;8,363;9,5;9,0;7,5;6,9;9,083;10,0;0;2022;Topázio;Menina;Escola Pública;2013;6,7;9;1;0;Em fase
1;7,593;9,0;8,3;7,5;7,8;7,917;5,0;-1;2022;Ametista;Menino;Escola Pública;2011;6,4;11;1;1;Moderada
1;7,044;9,0;8,8;7,5;6,8;6,083;5,0;-1;2022;Ametista;Menina;Escola Pública;2011;5,6;11;1;0;Moderada
1;6,376;6,9;8,7;7,5;5,8;5,25;5,0;-1;2022;Ágata;Menino;Escola Pública;2012;4,9;10;1;1;Moderada
1;7,277;9,5;8,8;7,5;6,3;7,167;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;6,2;10;1;0;Moderada
1;6,996;9,0;7,4;7,5;6,8;7,25;5,0;-1;2022;Ágata;Menina;Escola Pública;2011;5,6;11;1;0;Moderada
1;7,929;9,5;9,1;7,5;7,8;8,833;5,0;-1;2022;Ametista;Menino;Escola Pública;2012;5,8;10;1;1;Moderada
1;5,844;8,5;5,6;7,5;4,5;5,833;5,0;-1;2022;Quartzo;Menino;Escola Pública;2011;5,6;11;1;1;Moderada
1;4,365;6,9;3,3;7,5;2,8;3,75;5,0;-1;2022;Quartzo;Menino;Escola Pública;2011;4,6;11;1;1;Moderada
1;7,475;9,0;9,7;7,5;6,0;7,833;5,0;-1;2022;Ametista;Menino;Escola Pública;2011;6,2;11;1;1;Moderada
1;7,451;8,0;8,8;7,5;6,9;8,167;5,0;-1;2022;Ametista;Menina;Escola Pública;2012;6,3;10;1;0;Moderada
0;7,617;8,5;8,2;8,1;8,8;7,417;5,0;-1;2022;Ametista;Menino;Escola Pública;2013;5,7;9;1;1;Moderada
0;7,48;8,5;8,5;8,1;8,8;6,75;5,0;-1;2022;Ametista;Menina;Escola Pública;2013;5,1;9;1;0;Moderada
0;8,65;8,5;9,2;8,1;9,2;8,583;10,0;0;2022;Topázio;Menina;Escola Pública;2014;5,9;8;1;0;Em fase
0;7,862;9,5;8,7;8,1;8,0;6,333;10,0;0;2022;Ametista;Menino;Escola Pública;2014;5,0;8;1;1;Em fase
0;7,576;10,0;6,6;8,1;7,4;7,083;10,0;0;2022;Ametista;Menino;Escola Pública;2014;5,5;8;1;1;Em fase
0;7,911;8,5;8,6;8,1;9,3;8,167;5,0;-1;2022;Ametista;Menino;Escola Pública;2013;5,4;9;1;1;Moderada
0;8,358;10,0;9,4;7,5;7,3;8,583;10,0;0;2022;Topázio;Menina;Escola Pública;2014;5,5;8;1;0;Em fase
0;8,0;9,0;10,0;6,9;7,3;9,5;5,0;-1;2022;Ametista;Menino;Escola Pública;2013;5,5;9;1;1;Moderada
0;7,172;9,0;8,2;7,5;6,3;7,833;5,0;-2;2022;Ametista;Menino;Escola Pública;2012;5,6;10;1;1;Moderada
0;7,518;9,5;8,8;7,5;7,4;7,75;5,0;-2;2022;Ametista;Menina;Escola Pública;2012;5,3;10;1;0;Moderada
0;7,204;8,5;8,5;6,9;6,5;8,0;5,0;-2;2022;Ametista;Menino;Escola Pública;2012;5,6;10;1;1;Moderada
